calculate_winner,calculate_winner_range,calculate_home_wins_percentage_home,calculate_away_wins_percentage_away,calculate_wins_percentage_overall_home,calculate_wins_percentage_overall_away,calculate_average_home_points_home,calculate_average_away_points_away,points_in_paint_home,points_in_paint_away,average_points_home,average_points_away,calculate_average_home_allowed_points_home,calculate_average_away_allowed_points_away,average_fouls_home,average_fouls_away,fast_break_points_home,fast_break_points_away,average_steals_home,average_steals_away,average_blocks_home,average_blocks_away,average_technical_fouls_home,average_technical_fouls_away,consecutive_away_games_home,consecutive_away_games_away,average_possessions_home,average_possessions_away,average_home_possessions_home,average_away_possessions_away,home_offensive_rating_home,away_offensive_rating_away
240317003,1,3,0.65,0.31,0.52,0.41,93.35,88.80,-1.00,-1.00,92.00,88.49,89.56,92.89,20.96,21.16,5.28,4.94,8.67,8.10,4.10,4.21,1.09,0.75,1,2,108.53,109.17,107.25,109.14,87.04,81.36
400828514,0,-1,0.40,0.59,0.39,0.71,101.05,109.59,43.17,46.52,99.29,108.55,105.10,102.65,20.46,20.10,12.02,16.40,7.02,7.83,4.76,6.60,0.78,0.71,0,0,98.80,100.09,99.79,100.46,101.26,109.09
240317006,0,-1,0.88,0.21,0.64,0.31,107.18,86.97,-1.00,-1.00,103.67,90.58,96.55,98.47,19.85,22.42,6.68,4.39,7.67,7.33,5.21,5.25,0.95,0.90,3,0,108.81,111.93,107.38,112.56,99.81,77.27
301110029,0,-2,0.67,1.00,0.50,0.67,107.33,100.50,20.12,17.17,105.62,95.50,102.33,92.00,24.12,17.83,23.88,17.00,12.50,7.50,4.00,6.00,1.00,1.00,0,0,103.94,94.93,103.24,95.90,103.96,104.80
240317009,1,3,0.59,0.26,0.39,0.28,96.59,95.66,-1.00,-1.00,92.80,95.57,92.75,103.29,20.65,21.58,3.32,4.25,6.94,6.75,4.70,4.01,0.64,0.71,0,1,108.38,109.37,109.07,109.93,88.56,87.02
320121017,0,-2,0.20,0.75,0.27,0.80,92.40,97.62,29.73,40.13,92.47,100.20,104.20,95.38,21.13,21.53,8.53,16.27,7.33,7.40,4.00,6.53,1.00,1.00,0,2,108.44,111.69,111.15,109.92,83.13,88.81
240317011,1,2,0.81,0.38,0.74,0.51,89.90,88.38,-1.00,-1.00,90.71,91.03,82.26,93.38,21.14,19.19,3.97,4.07,8.74,7.12,5.24,4.93,1.03,0.91,2,2,106.05,105.91,104.68,106.31,85.88,83.13
240317012,0,-1,0.55,0.51,0.40,0.66,98.21,97.11,-1.00,-1.00,95.84,98.09,97.45,98.92,22.30,21.30,3.67,4.42,7.37,8.04,4.84,4.64,0.93,1.10,1,0,112.19,109.72,113.02,109.57,86.90,88.63
320402006,0,-3,0.70,0.46,0.57,0.60,96.85,96.29,37.17,39.12,94.81,97.19,91.89,97.38,19.06,21.46,12.06,10.42,8.83,8.13,5.11,4.69,0.98,1.35,2,0,109.41,107.01,108.94,106.46,88.90,90.45
320323001,1,2,0.67,0.40,0.57,0.31,95.90,92.24,38.47,31.33,93.89,92.65,92.05,97.48,17.85,19.65,15.21,10.00,8.32,7.29,4.79,4.15,0.60,0.77,0,0,108.83,108.74,109.20,109.26,87.82,84.42
400828698,1,2,0.54,0.11,0.38,0.15,106.04,94.11,41.21,44.79,102.11,95.13,105.12,104.19,20.68,21.64,11.79,12.38,7.77,8.42,4.75,6.68,0.60,0.43,1,0,99.64,101.39,99.04,101.60,107.07,92.63
261223003,0,-3,0.55,0.77,0.44,0.74,91.18,99.08,11.60,10.22,90.92,99.67,93.09,90.08,21.24,19.70,16.00,17.19,6.72,6.81,3.60,4.33,1.56,0.67,0,0,94.18,94.08,93.38,91.93,97.64,107.78
261223004,1,3,0.85,0.18,0.58,0.28,100.92,95.82,12.00,10.00,99.77,92.80,89.62,101.82,23.65,24.12,20.96,16.36,8.12,7.60,4.81,5.60,0.96,1.12,1,0,97.12,97.82,96.48,100.03,104.60,95.79
261223005,1,1,0.79,0.54,0.56,0.61,98.36,91.08,12.84,13.54,94.84,93.07,91.14,93.85,22.36,23.36,15.76,17.54,5.80,7.07,4.72,5.25,0.92,0.79,0,0,93.86,93.83,95.09,92.79,103.44,98.16
400828517,1,3,0.41,0.44,0.47,0.55,102.68,92.61,38.95,42.90,102.08,96.00,104.77,95.33,20.25,17.21,18.45,10.12,8.93,6.36,3.73,6.81,0.65,0.90,0,0,100.53,95.16,101.09,94.81,101.57,97.68
261223008,1,3,0.70,0.38,0.67,0.36,99.20,93.85,10.79,11.00,95.42,95.84,94.80,98.54,20.88,25.28,15.79,17.84,6.25,8.04,5.83,5.36,1.00,0.68,1,0,90.39,97.16,90.71,96.60,109.36,97.15
261223010,0,-1,0.80,0.10,0.62,0.40,94.10,91.20,6.04,5.64,95.19,95.32,85.00,104.60,21.81,22.60,15.54,14.64,6.81,6.32,5.19,5.76,1.08,1.08,5,1,94.24,95.30,92.89,94.62,101.30,96.39
240317027,1,1,0.41,0.59,0.30,0.73,93.06,100.78,-1.00,-1.00,91.89,103.96,95.44,99.09,20.91,19.28,5.44,4.81,9.08,8.57,5.02,3.70,0.65,0.73,1,1,114.08,110.38,113.22,109.19,82.19,92.30
240317028,1,1,0.48,0.33,0.42,0.51,87.03,87.15,-1.00,-1.00,84.74,89.04,87.21,93.00,20.97,25.45,3.82,4.34,7.14,7.13,5.02,5.97,0.76,0.88,0,2,104.50,108.55,103.86,109.88,83.80,79.31
320228011,1,3,0.71,0.33,0.64,0.43,98.00,99.25,41.39,37.27,95.52,99.20,91.86,103.17,21.64,22.70,12.70,12.97,8.21,8.60,5.52,5.57,0.79,0.77,1,1,110.25,110.17,112.68,110.36,86.97,89.93
261223014,1,2,0.46,0.25,0.44,0.50,90.69,102.58,10.12,20.39,93.68,106.18,95.08,112.00,22.08,22.82,15.28,21.25,5.72,8.29,5.72,6.21,1.24,0.82,1,5,95.57,101.39,93.40,102.04,97.10,100.53
261223015,1,2,0.64,0.33,0.46,0.42,102.64,93.78,13.58,13.85,102.08,98.58,98.91,96.11,23.04,22.81,19.46,16.23,7.23,5.54,2.46,3.27,1.12,1.58,1,0,97.68,96.46,94.47,94.50,108.65,99.24
251130017,0,-2,0.67,0.86,0.50,0.83,96.00,89.14,10.86,13.50,95.93,99.33,95.50,88.43,25.43,21.50,14.21,16.00,6.64,7.75,3.50,5.42,0.64,0.75,5,1,94.02,92.26,93.12,87.04,103.09,102.41
320402027,0,-2,0.27,0.43,0.23,0.46,93.88,96.43,42.27,40.65,93.06,98.44,98.58,96.32,21.37,19.52,18.21,13.00,7.81,8.27,6.60,4.79,0.90,0.85,1,0,111.82,110.81,112.70,111.83,83.30,86.23
290321004,0,-2,0.66,0.72,0.46,0.79,103.59,107.47,14.88,11.91,101.29,108.10,99.88,102.16,21.29,20.57,17.17,18.91,7.54,8.54,5.49,5.40,0.74,0.96,1,0,98.20,98.63,98.26,97.89,105.42,109.79
290321005,1,1,0.97,0.40,0.81,0.59,102.88,97.34,11.46,15.90,100.24,98.36,88.66,99.66,20.15,19.45,17.99,15.51,7.63,7.42,5.41,4.71,0.87,0.70,0,0,92.56,93.08,92.65,93.73,111.04,103.85
400489917,0,-1,0.68,0.41,0.60,0.55,107.24,95.88,12.44,9.45,104.64,97.95,102.53,100.53,20.20,21.80,16.16,16.30,8.77,8.48,4.14,3.88,0.66,0.80,0,0,96.76,94.58,96.65,95.45,110.96,100.45
261223025,1,2,0.46,0.29,0.37,0.44,99.69,95.41,11.74,13.56,99.63,97.00,99.62,101.00,23.15,21.78,19.48,17.63,8.44,6.63,3.78,3.70,0.85,0.48,0,3,97.22,96.67,96.47,97.80,103.34,97.56
261223029,0,-1,0.36,0.57,0.22,0.70,96.91,102.43,10.41,8.30,94.15,102.33,96.64,102.71,22.70,27.41,19.52,16.26,7.44,6.59,3.89,5.04,1.11,0.93,2,4,94.77,97.39,97.24,99.12,99.66,103.34
290321015,0,-2,0.57,0.43,0.44,0.62,103.14,95.14,11.26,9.19,99.21,98.74,99.86,96.54,24.37,20.51,18.87,15.45,7.30,6.61,3.76,4.77,0.77,0.84,0,4,96.43,90.56,96.88,90.56,106.46,105.06
400828699,0,-1,0.83,0.41,0.74,0.53,109.10,102.19,47.44,40.26,110.09,102.55,98.77,102.07,20.41,19.66,17.24,14.19,7.59,9.26,6.35,4.60,0.76,0.38,0,0,100.82,101.35,100.47,101.84,108.59,100.34
221115002,0,-2,0.75,1.00,0.75,1.00,99.25,110.50,-1.00,-1.00,97.38,105.25,92.50,96.50,22.38,21.38,3.50,6.62,9.75,9.75,4.12,5.12,2.00,1.12,0,1,112.84,110.27,117.15,111.12,84.72,99.44
290321019,1,2,0.79,0.30,0.74,0.41,101.88,103.67,11.49,10.93,102.15,105.63,91.67,107.82,20.21,20.50,14.16,16.99,6.97,7.32,5.32,2.35,0.90,0.76,2,0,95.53,101.12,95.36,101.18,106.84,102.46
290321021,1,3,0.62,0.14,0.54,0.23,110.79,93.51,16.63,9.90,108.46,95.24,105.65,103.63,20.78,20.63,16.37,15.59,6.96,7.61,4.91,4.21,1.34,0.57,0,3,98.87,94.42,98.37,94.66,112.63,98.79
221115008,1,2,1.00,0.17,0.75,0.33,96.00,92.50,-1.00,-1.00,86.00,93.78,83.33,100.00,25.50,24.78,4.50,3.89,6.75,6.89,6.38,5.78,1.00,1.33,0,3,105.74,113.03,112.28,114.37,85.50,80.88
400489920,0,-2,0.57,0.56,0.49,0.68,95.94,105.29,10.50,17.87,96.11,106.90,94.00,105.15,18.26,20.20,14.16,18.39,6.14,7.51,5.21,5.75,0.57,1.03,0,1,95.69,98.81,95.32,98.65,100.65,106.73
221115011,1,1,1.00,0.33,0.86,0.57,97.60,100.00,-1.00,-1.00,94.57,101.00,83.00,99.00,24.57,22.86,5.57,6.71,9.00,8.71,6.71,6.29,1.43,1.43,0,0,113.74,112.01,115.25,112.97,84.69,88.52
290321029,0,-3,0.34,0.67,0.25,0.74,94.34,97.94,11.75,11.57,93.38,101.13,98.57,92.19,21.82,23.47,16.43,17.36,7.43,7.64,4.59,4.67,0.63,1.49,1,1,93.98,94.44,93.65,94.15,100.74,104.03
290321030,0,-3,0.56,0.24,0.45,0.40,93.81,102.49,9.91,12.70,93.70,103.80,91.17,108.65,21.77,23.41,17.07,14.74,7.03,6.97,4.77,5.19,0.64,1.16,1,0,92.80,100.70,93.07,99.77,100.80,102.73
311227015,1,1,0,0,0.00,0.00,0,0,36.00,60.00,95.00,100.00,0,0,20.00,24.00,9.00,15.00,6.00,4.00,2.00,2.00,3.00,2.00,1,0,110.92,113.35,0,0,0.0,0.0
311227017,0,-3,0,0,1.00,0,0,0,28.00,0,90.00,0,0,0,26.00,0,2.00,0,7.00,0,3.00,0,1.00,0,1,0,109.50,0,0,0,0.0,0.0
250213002,0,-1,0.69,0.57,0.51,0.64,101.23,99.87,13.20,8.94,101.16,103.08,95.54,100.87,23.73,20.64,17.90,15.68,8.45,8.10,5.04,3.74,0.94,0.74,0,0,97.88,97.07,96.64,97.05,104.75,102.91
221115021,1,1,0.75,0.50,0.57,0.67,84.75,82.50,-1.00,-1.00,81.43,91.17,80.25,82.50,21.00,19.50,4.29,7.00,6.00,7.00,6.86,7.00,0.86,1.00,1,0,111.56,106.65,111.77,112.32,75.83,73.45
221115022,1,3,0.67,0.50,0.33,0.38,91.67,103.00,-1.00,-1.00,85.33,94.38,91.33,101.50,20.22,21.62,3.78,4.88,8.11,5.00,3.44,6.75,0.78,1.62,4,0,106.35,113.01,104.40,116.37,87.81,88.51
400828525,0,-3,0.28,0.37,0.21,0.42,95.61,106.47,37.26,48.40,96.35,106.28,101.56,109.68,20.00,20.80,11.47,17.82,7.60,8.38,4.51,4.12,0.35,0.93,0,2,100.28,104.10,99.66,104.35,95.94,102.03
221115025,1,2,1.00,0.40,0.75,0.67,88.50,101.40,-1.00,-1.00,94.25,100.56,75.00,100.00,19.88,20.44,4.25,5.67,8.00,9.56,3.88,6.44,1.12,0.89,5,1,105.53,116.31,102.60,116.05,86.26,87.38
250213010,1,1,0.62,0.28,0.59,0.42,91.12,91.24,6.98,10.52,93.53,93.08,88.62,94.92,22.57,20.60,13.45,14.02,6.41,7.15,4.25,6.02,0.82,0.90,1,1,93.67,93.49,94.07,93.77,96.86,97.30
250213011,1,1,0.50,0.50,0.47,0.59,92.42,96.42,6.29,9.45,92.55,94.75,91.88,94.92,23.16,23.69,14.16,16.61,7.78,8.14,5.00,6.12,0.88,0.69,0,0,92.50,91.84,91.79,92.88,100.69,103.81
221115028,1,1,0.67,0.50,0.43,0.29,91.67,86.50,-1.00,-1.00,88.86,79.00,93.00,81.00,23.00,23.57,7.00,4.57,8.29,8.14,5.00,5.29,1.00,0.86,2,0,114.45,112.64,115.86,113.94,79.12,75.92
221115029,0,-1,0.00,0.00,0.00,0.44,102.25,83.75,-1.00,-1.00,93.38,92.44,111.50,96.50,21.00,21.44,7.00,7.11,10.62,6.33,7.12,5.33,0.38,1.78,0,2,118.57,113.44,121.30,112.14,84.30,74.68
250213014,1,1,0.80,0.63,0.73,0.78,102.68,95.85,8.60,10.61,102.15,97.14,95.48,88.04,22.65,20.39,12.85,15.06,5.92,7.57,5.94,6.37,1.02,0.41,2,5,95.47,92.12,95.51,92.56,107.51,103.55
250213016,0,-1,0.54,0.38,0.49,0.50,98.12,92.52,8.90,8.98,97.10,92.76,95.81,96.62,21.75,25.04,12.37,15.43,5.82,7.00,5.24,4.74,0.82,0.89,1,4,93.17,96.37,93.40,96.47,105.05,95.91
250213017,1,2,0.52,0.31,0.42,0.46,88.83,95.62,8.26,13.90,90.36,95.54,90.39,100.12,25.24,22.36,15.76,16.68,7.38,8.68,4.36,5.60,1.08,0.88,0,2,94.17,96.06,93.15,96.47,95.36,99.12
250213018,1,1,0.50,0.08,0.38,0.21,97.33,91.96,7.90,8.13,95.80,93.38,97.79,101.75,23.08,23.77,14.52,16.40,7.86,8.38,3.72,5.47,0.36,0.62,1,0,95.65,96.97,94.16,97.17,103.37,94.64
271119003,0,-2,0.75,1.00,0.82,0.82,99.25,105.67,-1.00,-1.00,99.55,102.82,89.00,94.83,19.09,20.36,11.82,12.64,8.18,6.00,4.18,4.27,0.64,1.18,2,0,110.58,112.90,106.27,114.04,93.39,92.66
261215002,1,1,0.27,0.60,0.38,0.60,99.36,102.40,10.57,19.50,99.67,107.45,99.82,102.70,25.48,23.60,15.76,21.90,6.43,9.45,5.19,4.60,0.95,1.40,3,3,97.92,103.40,98.24,103.58,101.14,98.86
320323013,1,2,0.86,0.29,0.62,0.47,97.32,91.46,41.23,38.98,95.72,96.89,88.23,97.21,17.72,19.91,9.11,10.30,6.09,8.26,5.43,5.15,1.26,0.72,2,0,109.97,110.28,111.24,109.30,87.49,83.68
250213025,0,-1,0.76,0.68,0.73,0.67,105.68,100.00,8.06,11.90,101.62,102.27,98.00,95.27,24.15,22.04,14.65,16.33,6.88,8.48,3.88,5.54,1.27,0.75,1,1,93.07,96.98,93.33,96.08,113.23,104.08
250213028,1,1,0.62,0.26,0.39,0.46,101.38,90.96,9.51,6.66,98.78,94.74,98.88,95.17,23.39,22.10,13.88,14.26,7.25,7.48,4.00,5.36,0.61,0.60,0,5,96.69,94.01,95.67,91.95,105.97,98.92
400489926,1,3,0.80,0.37,0.74,0.46,107.29,102.66,15.91,15.03,105.84,103.87,99.00,107.29,22.32,22.89,18.14,17.70,8.23,7.43,6.12,5.57,1.23,0.69,3,0,98.74,100.87,98.44,99.36,108.99,103.32
400828529,0,-1,0.38,0.40,0.38,0.56,101.19,94.20,43.33,40.84,99.40,96.30,105.33,98.05,20.57,21.35,12.14,12.16,6.98,8.77,4.79,4.28,0.76,0.70,0,0,98.97,96.77,100.09,97.05,101.10,97.06
400489246,0,-1,0.54,0.50,0.46,0.46,97.31,100.58,11.23,15.85,95.00,99.96,96.54,100.33,21.46,20.58,17.04,16.42,6.77,8.85,4.62,5.08,0.62,0.58,0,1,94.81,97.67,94.36,96.41,103.13,104.33
300217003,0,-2,0.68,0.48,0.53,0.63,99.52,97.96,14.42,14.08,100.02,102.23,98.16,97.87,19.81,22.04,17.23,18.38,7.47,7.96,3.66,5.00,0.62,0.38,0,1,96.05,96.85,95.42,97.18,104.30,100.80
300217006,1,2,0.62,0.48,0.60,0.59,101.50,107.41,14.64,15.52,100.98,109.87,100.25,108.79,19.34,21.07,15.70,14.15,7.19,5.80,5.57,5.15,0.72,0.98,3,1,95.92,99.57,95.84,99.92,105.91,107.50
261215005,1,3,0.83,0.36,0.62,0.43,100.00,99.18,13.00,12.13,95.67,99.65,92.08,100.00,22.52,22.78,15.38,19.61,5.62,8.74,4.81,3.87,0.90,0.83,0,2,93.96,96.64,95.89,96.47,104.29,102.81
300217009,1,3,0.40,0.19,0.27,0.34,111.36,98.44,23.04,15.00,107.27,101.77,110.92,105.59,23.73,23.15,22.23,15.81,9.37,6.92,4.46,4.70,0.85,0.74,1,0,104.45,99.41,105.14,97.73,105.92,100.73
271119026,1,3,0.80,0.50,0.64,0.40,113.20,81.00,-1.00,-1.00,107.09,85.70,100.80,89.50,23.91,24.30,11.18,11.10,9.45,6.00,4.82,5.80,0.45,0.80,3,0,121.98,114.28,120.84,115.04,93.68,70.41
300217011,0,-1,0.46,0.50,0.35,0.59,100.35,97.32,13.19,11.94,99.12,100.88,101.58,96.00,23.85,20.41,14.88,14.98,6.77,6.33,5.60,4.82,0.85,0.51,0,5,100.70,95.07,100.43,94.66,99.92,102.81
300217012,0,-3,0.56,0.50,0.40,0.65,95.12,97.88,13.96,16.12,95.38,101.55,96.20,98.54,20.23,20.37,14.98,16.90,7.13,7.16,5.89,5.18,0.70,0.55,2,0,95.32,94.59,95.06,94.02,100.06,104.11
271119029,1,3,0.25,0.29,0.22,0.18,108.75,98.86,-1.00,-1.00,104.00,99.36,111.00,108.57,21.56,24.18,15.11,19.73,5.44,8.73,4.67,4.82,0.44,0.91,1,4,120.45,127.26,118.20,128.60,92.01,76.87
271119030,1,2,0.67,0.00,0.56,0.40,92.33,90.17,-1.00,-1.00,90.67,93.70,91.00,103.17,23.11,20.70,11.67,10.30,8.11,5.70,4.44,3.50,0.44,1.30,0,3,116.99,110.83,115.62,113.03,79.86,79.78
300217015,0,-3,0.67,0.46,0.47,0.52,101.83,97.85,10.55,14.56,98.04,100.33,97.58,99.85,22.82,20.88,17.22,16.23,6.94,7.04,4.49,3.85,0.71,0.42,1,0,97.60,98.19,97.27,97.64,104.69,100.22
300217017,0,-1,0.12,0.46,0.09,0.50,89.21,96.57,12.25,9.76,90.08,96.74,98.67,98.32,20.72,21.28,14.81,16.67,7.32,7.20,4.77,5.61,0.45,0.91,1,2,94.86,93.31,94.98,93.02,93.93,103.82
300217018,0,-1,0.43,0.37,0.37,0.50,103.29,95.33,10.15,13.19,101.06,95.67,103.36,100.67,19.81,19.52,16.31,14.87,7.23,6.83,4.27,6.31,0.54,0.79,1,0,97.93,97.68,98.19,97.29,105.19,97.99
300217019,1,3,0.80,0.25,0.67,0.37,104.32,92.21,12.54,12.06,101.17,92.04,94.28,99.25,20.61,22.65,14.43,17.37,6.52,7.04,5.48,3.83,1.33,0.67,2,0,95.65,92.69,96.72,92.33,107.86,99.87
400489930,1,1,0.43,0.53,0.38,0.57,98.06,99.24,10.13,9.99,97.27,100.96,99.34,97.41,20.11,23.13,17.27,16.81,7.07,7.12,3.68,4.35,0.52,0.72,1,0,97.03,96.19,97.85,95.34,100.21,104.09
400828533,1,2,0.52,0.47,0.51,0.59,103.05,103.59,43.67,40.68,103.70,101.85,98.81,105.18,22.26,18.68,14.40,10.29,9.37,6.17,4.37,6.29,0.77,0.49,3,0,102.52,101.75,104.26,101.86,98.84,101.70
400489360,1,1,0.47,0.54,0.45,0.45,99.27,94.38,13.23,10.55,99.90,94.81,101.33,95.54,21.68,20.19,15.84,17.13,7.23,7.48,5.84,4.00,0.81,0.61,0,1,98.15,93.11,99.92,92.58,99.35,101.94
300217027,1,2,0.36,0.15,0.34,0.24,98.60,98.56,11.52,14.69,97.46,97.81,101.04,112.07,21.28,20.93,14.56,16.17,6.28,7.57,4.86,3.39,0.76,0.80,3,1,96.55,100.01,95.01,101.53,103.78,97.07
300217028,0,-2,0.77,0.32,0.56,0.50,105.38,103.24,14.60,17.56,104.62,102.33,100.54,107.60,22.62,20.21,15.75,17.35,5.71,7.83,4.98,4.98,0.92,0.50,0,0,97.00,98.27,96.53,98.67,109.17,104.63
400278772,1,3,0.73,0.22,0.49,0.38,99.85,91.06,14.17,12.35,97.91,92.60,94.79,97.22,21.69,18.63,17.23,16.53,8.31,7.41,6.40,4.81,0.64,0.53,3,3,95.35,93.70,94.41,93.61,105.76,97.28
400489932,1,2,0.66,0.68,0.59,0.74,107.14,104.35,12.41,15.89,104.63,106.00,102.66,99.74,20.27,22.47,16.17,18.07,8.68,8.30,4.21,6.11,0.66,1.21,0,0,96.82,98.84,96.76,99.05,110.73,105.35
260109002,0,-1,0.59,0.71,0.39,0.74,97.71,97.82,11.18,13.56,99.27,98.44,95.47,96.94,25.73,23.59,16.18,13.56,6.58,7.24,5.76,6.15,0.85,0.76,1,0,97.82,92.82,96.93,94.90,100.80,103.08
260109004,1,2,0.38,0.41,0.42,0.32,95.94,97.29,8.64,10.88,95.64,97.85,96.00,100.88,24.64,23.82,15.76,15.03,6.58,6.41,4.03,2.94,1.12,0.62,0,0,96.59,95.31,96.51,95.42,99.41,101.96
400489933,1,3,0.35,0.39,0.33,0.41,102.88,97.15,14.29,8.71,101.96,98.71,107.24,99.39,19.99,22.07,18.96,15.00,7.12,7.59,5.70,4.59,0.46,0.76,0,0,101.31,94.23,101.38,93.53,101.48,103.87
400828536,1,3,0.68,0.42,0.64,0.53,103.16,92.32,41.86,42.65,100.95,95.79,97.89,95.89,18.90,17.19,10.52,10.02,8.40,6.28,5.21,6.74,0.86,0.88,0,1,97.08,95.05,96.53,94.59,106.87,97.60
400828702,1,3,0.59,0.86,0.50,0.92,105.33,116.25,38.81,44.77,102.48,115.46,101.52,106.46,21.89,20.94,10.35,20.67,6.89,8.29,4.22,6.27,0.43,0.90,0,1,98.90,102.89,98.78,103.60,106.63,112.21
261215011,1,3,0.78,0.45,0.50,0.38,96.11,98.27,11.75,12.00,95.21,98.71,89.89,99.73,22.96,25.71,18.79,15.71,7.71,6.67,6.21,3.50,1.08,1.50,0,0,96.83,96.75,94.08,96.96,102.16,101.35
260109013,1,1,0.47,0.47,0.52,0.58,100.73,92.94,9.09,8.03,96.97,94.03,97.07,94.41,24.52,22.94,16.39,14.45,7.12,8.03,4.94,5.03,0.97,0.90,1,3,95.25,93.64,96.23,94.29,104.68,98.57
400829022,0,-1,0.46,0.50,0.40,0.58,107.73,96.42,49.81,46.27,106.87,99.62,108.43,98.28,20.52,18.18,17.29,11.14,8.95,6.72,4.35,6.65,0.88,0.73,0,1,104.22,96.83,104.31,96.88,103.28,99.53
260109020,1,2,0.67,0.38,0.48,0.42,104.07,99.31,12.27,12.00,102.06,101.15,100.47,107.69,21.12,25.21,16.97,16.39,7.97,7.76,5.45,2.91,0.97,0.88,7,4,97.71,95.53,98.36,96.38,105.81,103.04
261215013,1,2,0.80,0.50,0.68,0.64,102.20,95.08,8.95,5.91,101.91,94.64,96.47,92.83,21.95,21.59,21.14,15.00,7.23,6.64,5.00,5.00,1.36,1.14,2,1,97.56,94.04,98.03,94.99,104.25,100.09
400489361,1,2,0.44,0.26,0.41,0.31,100.38,91.95,11.75,12.54,98.94,92.80,100.31,101.95,20.25,21.03,17.94,17.54,6.69,7.23,6.06,5.03,0.47,0.29,0,0,99.38,94.76,98.97,94.20,101.42,97.61
260109027,0,-2,0.53,0.50,0.42,0.50,105.20,89.33,16.13,9.32,100.65,88.62,101.67,93.44,23.52,26.06,17.23,14.44,7.48,6.15,3.94,6.12,0.55,0.94,0,2,98.23,91.89,99.39,92.16,105.85,96.93
320323025,1,2,0.83,0.46,0.74,0.48,105.96,99.88,41.36,40.92,102.68,98.21,95.79,100.33,20.26,18.88,16.11,11.04,7.47,7.15,7.94,4.10,1.06,0.50,0,6,113.39,112.94,113.17,113.29,93.63,88.16
400828540,0,-2,0.26,0.68,0.20,0.86,95.47,102.58,37.36,45.07,96.27,104.16,102.11,90.11,20.05,17.51,11.36,10.79,7.57,8.35,4.52,5.74,0.34,0.53,0,1,100.33,96.63,99.82,96.87,95.64,105.89
400828293,0,-1,0.57,0.13,0.43,0.36,107.14,92.00,43.21,47.79,104.75,95.86,103.07,105.00,21.00,23.11,15.96,11.46,9.32,7.75,4.29,5.07,0.89,0.86,0,3,103.50,97.04,103.34,94.90,103.68,96.94
310113007,1,3,0.80,0.71,0.57,0.75,109.15,100.76,12.76,14.70,106.32,101.78,102.00,92.57,21.95,20.77,15.16,16.73,6.76,6.70,4.08,5.47,1.38,1.07,0,3,99.55,94.40,100.08,94.29,109.06,106.86
400579155,1,1,0.72,0.43,0.68,0.42,101.14,96.13,18.02,9.89,103.28,96.09,95.62,99.50,22.70,19.98,18.51,15.87,9.72,6.98,4.79,4.38,0.82,0.40,0,6,99.95,96.03,99.60,95.67,101.55,100.48
400828542,1,2,0.65,0.39,0.47,0.49,103.74,97.70,38.42,36.84,101.95,99.42,99.13,101.39,18.70,20.62,10.70,8.62,7.09,5.93,5.35,5.64,0.60,0.87,2,0,99.66,97.83,100.23,96.79,103.50,100.94
310113016,1,2,0.39,0.00,0.23,0.28,106.33,94.28,12.46,14.86,102.18,96.61,105.72,108.78,23.31,23.33,16.92,18.44,7.36,8.61,5.62,6.00,0.67,0.86,0,0,101.39,98.07,100.65,98.38,105.64,95.83
320323028,1,3,0.32,0.39,0.32,0.49,92.64,95.13,38.00,41.62,90.68,97.60,93.64,96.13,24.23,21.30,10.53,13.17,7.02,9.57,4.98,4.34,0.57,1.19,0,1,108.96,114.62,107.73,113.63,85.99,83.72
310113025,1,1,0.70,0.56,0.67,0.66,106.20,95.11,15.87,9.76,103.46,98.66,101.40,95.17,21.72,20.26,17.77,15.47,8.49,6.26,5.54,4.42,0.56,1.63,1,2,97.94,94.43,97.97,93.49,108.40,101.73
310410028,1,2,0.38,0.13,0.27,0.30,100.82,92.64,18.34,11.44,99.49,94.11,103.23,102.05,22.14,22.15,15.89,13.13,7.05,5.52,4.27,4.66,0.89,0.59,1,0,96.93,94.95,96.01,93.85,105.01,98.71
400828548,1,1,0.36,0.41,0.37,0.53,101.18,99.05,43.40,44.79,99.44,101.88,105.18,102.36,20.67,19.00,12.30,12.16,6.95,7.74,4.70,3.77,0.79,0.79,0,2,98.82,100.80,99.74,100.69,101.44,98.37
400828500,1,1,0.37,0.43,0.38,0.55,99.58,100.90,42.90,40.25,98.55,102.10,104.00,100.05,20.32,19.18,11.80,14.30,6.90,9.35,4.78,4.30,0.80,0.42,0,0,98.54,101.24,99.30,101.91,100.28,99.01
310302007,1,3,0.78,0.34,0.57,0.44,109.94,92.21,12.98,12.85,107.33,94.27,102.03,97.86,21.54,20.08,15.02,15.03,6.93,6.54,4.11,5.56,1.23,0.92,0,1,99.17,93.90,99.45,93.69,110.55,98.42
260404004,1,1,0.47,0.36,0.45,0.49,97.47,91.11,9.36,8.28,97.00,93.28,94.56,94.50,24.81,22.50,15.81,13.40,6.16,7.28,4.18,4.78,1.25,0.94,0,1,97.29,93.43,97.28,93.81,100.20,97.12
260404005,1,3,0.74,0.37,0.60,0.47,98.97,97.49,12.37,12.28,97.59,99.94,91.55,101.94,21.10,20.76,14.64,17.19,6.89,8.07,4.85,5.17,0.74,0.85,1,0,93.83,97.11,93.27,96.20,106.11,101.34
260404006,1,3,0.84,0.38,0.74,0.51,101.03,96.41,13.97,10.55,99.28,98.77,90.70,98.95,22.42,20.73,15.22,16.01,7.23,7.31,6.01,3.66,0.91,0.80,0,0,92.36,96.49,91.91,96.28,109.92,100.14
