calculate_winner,calculate_winner_range,calculate_home_wins_percentage_home,calculate_away_wins_percentage_away,calculate_wins_percentage_overall_home,calculate_wins_percentage_overall_away,calculate_average_home_points_home,calculate_average_away_points_away,points_in_paint_home,points_in_paint_away,average_points_home,average_points_away,calculate_average_home_allowed_points_home,calculate_average_away_allowed_points_away,average_fouls_home,average_fouls_away,fast_break_points_home,fast_break_points_away,average_steals_home,average_steals_away,average_blocks_home,average_blocks_away,average_technical_fouls_home,average_technical_fouls_away,consecutive_away_games_home,consecutive_away_games_away,average_possessions_home,average_possessions_away,average_home_possessions_home,average_away_possessions_away,home_offensive_rating_home,away_offensive_rating_away
290202018,0,-2,0.61,0.74,0.46,0.80,107.48,107.53,10.98,11.98,104.07,108.35,106.70,100.00,20.02,20.09,17.11,19.43,7.26,8.39,2.50,5.30,0.67,0.93,1,2,100.84,98.41,101.00,97.10,106.42,110.74
290202019,0,-2,0.82,0.52,0.78,0.59,101.18,99.12,11.07,15.07,102.57,100.48,90.77,99.12,20.02,18.78,14.54,15.04,7.17,7.04,5.52,5.46,0.83,0.54,1,1,95.31,95.32,94.73,95.07,106.81,104.26
290202021,1,3,0.55,0.12,0.56,0.22,105.09,98.00,12.49,12.22,103.96,99.35,103.73,109.20,20.44,23.80,14.24,16.27,6.09,6.65,4.96,3.90,1.36,0.82,0,0,97.12,98.62,96.32,97.28,109.11,100.74
290202026,1,3,0.75,0.29,0.54,0.40,105.04,91.24,12.21,10.06,102.00,91.96,96.46,96.19,22.52,22.23,18.77,17.23,8.73,7.06,4.77,4.64,0.50,0.68,1,4,96.29,92.86,95.06,91.98,110.50,99.20
290202027,0,-3,0.30,0.10,0.21,0.24,95.74,92.35,9.64,12.11,94.06,92.89,99.57,102.95,20.28,22.00,16.11,16.93,7.62,7.65,4.04,4.22,0.47,0.65,0,0,94.08,94.18,94.26,95.41,101.57,96.79
290102002,1,3,0.94,0.14,0.85,0.20,103.67,92.21,11.85,9.53,101.03,95.03,91.44,99.93,23.21,20.93,19.21,16.30,8.79,7.33,4.91,4.20,1.61,0.47,4,2,95.16,94.68,94.97,94.00,109.16,98.10
400278941,0,-2,0.75,0.25,0.61,0.40,97.67,91.35,11.59,12.71,94.74,92.86,89.53,97.20,20.11,18.24,15.19,16.31,7.15,7.42,6.36,4.60,0.95,0.50,1,1,93.42,93.64,93.97,93.44,103.94,97.76
310227016,1,1,0.30,0.28,0.22,0.46,102.83,99.16,11.90,18.70,101.32,102.35,105.20,106.52,22.86,22.18,16.66,19.68,7.17,9.07,5.51,4.63,0.73,0.74,0,0,101.05,98.14,100.71,98.58,102.11,100.59
260121011,0,-2,0.71,0.44,0.55,0.41,95.88,95.22,8.29,9.23,93.89,96.38,86.88,98.56,23.11,24.77,14.61,15.72,7.63,6.59,4.87,4.15,0.84,1.13,1,0,93.37,96.96,92.15,96.63,104.05,98.54
251119006,1,3,1.00,1.00,0.75,1.00,91.00,91.40,11.88,14.62,96.25,99.62,80.67,84.80,26.38,20.50,16.38,15.75,8.50,8.62,6.75,5.00,0.25,0.75,0,1,94.58,91.62,90.29,87.80,100.79,104.10
260121015,1,2,0.56,0.19,0.53,0.28,98.00,95.00,13.79,14.65,97.16,95.80,99.50,100.52,24.21,24.45,15.24,19.77,6.92,10.53,3.16,5.03,0.87,0.88,3,0,96.20,99.01,96.27,97.84,101.80,97.10
260121017,1,3,0.65,0.21,0.57,0.41,97.41,101.11,12.89,11.23,95.73,99.64,95.29,106.79,24.38,25.54,15.86,15.54,6.97,6.46,3.43,5.56,1.03,0.79,2,0,94.01,97.78,94.11,99.86,103.51,101.25
260121018,0,-2,0.47,0.35,0.34,0.49,100.47,91.90,7.61,12.56,97.26,91.69,102.32,97.85,25.89,21.56,15.13,14.31,7.00,7.79,3.42,3.79,0.97,0.92,0,1,97.10,93.32,97.23,93.86,103.33,97.91
260121019,1,1,0.53,0.33,0.41,0.45,94.05,96.00,10.41,9.87,92.68,99.42,93.05,99.73,23.73,20.87,13.84,14.61,6.76,6.68,4.38,3.34,0.89,0.79,1,0,92.08,96.94,92.86,95.56,101.28,100.46
271031029,0,-1,0,0,0,1.00,0,0,0,-1.00,0,106.00,0,0,0,19.00,0,14.00,0,8.00,0,4.00,0,0.00,0,0,0,109.35,0,0,0.0,0.0
400278944,1,2,0.57,0.28,0.49,0.33,103.12,95.33,16.05,9.65,101.16,94.16,100.97,100.75,20.68,20.44,16.04,14.74,7.85,6.36,5.54,5.40,0.70,0.37,0,0,97.95,91.48,97.45,93.21,105.82,102.27
260121026,0,-3,0.50,0.33,0.50,0.54,89.44,97.17,9.72,13.70,90.03,98.76,89.56,101.28,26.20,20.89,14.95,16.00,6.58,7.00,6.28,5.19,0.93,0.81,1,5,92.39,93.68,91.55,93.43,97.70,104.00
400829102,1,1,0.97,0.57,0.81,0.68,105.22,111.22,43.60,47.75,103.65,110.37,91.00,106.30,17.40,20.59,10.36,17.41,8.21,7.36,5.92,5.95,0.53,0.65,0,0,96.21,101.18,95.84,101.37,109.79,109.72
400278945,0,-2,0.88,0.25,0.72,0.37,104.85,95.12,13.53,12.33,103.12,95.59,94.00,101.12,17.35,18.42,17.40,17.95,8.52,8.51,5.48,4.75,0.41,0.57,2,0,97.34,95.76,96.60,95.40,108.54,99.71
320328023,0,-1,0.57,0.58,0.35,0.71,101.65,98.50,47.47,43.88,97.98,100.90,102.39,99.79,19.43,17.19,18.47,11.85,8.31,7.17,4.57,4.33,0.84,0.52,2,1,113.35,109.30,113.02,107.63,89.94,91.52
310125002,1,3,0.88,0.12,0.77,0.18,101.12,93.44,13.42,13.82,99.28,93.36,92.92,107.84,20.91,19.41,17.19,13.75,8.33,6.75,4.44,3.64,1.30,0.64,1,2,94.05,97.02,94.18,97.44,107.37,95.89
400578362,1,3,0.67,0.50,0.50,0.75,99.00,104.50,10.25,11.75,97.75,111.75,88.67,102.50,21.00,19.25,14.75,14.00,6.25,6.50,5.75,5.75,1.00,0.75,0,0,94.00,95.12,94.66,93.53,104.58,111.73
310125006,1,2,0.65,0.19,0.65,0.40,96.91,98.62,13.70,13.74,96.30,99.53,93.65,106.44,18.58,21.63,14.09,17.12,6.95,6.86,4.30,4.86,1.12,1.12,2,0,92.55,97.56,92.52,98.06,104.74,100.57
300129016,1,2,0.26,0.27,0.19,0.44,95.52,96.14,14.98,13.93,97.00,95.84,102.04,102.05,21.32,20.22,16.53,15.20,7.64,7.24,3.45,6.00,0.87,0.76,3,4,100.56,95.14,99.33,95.29,96.16,100.89
310227022,0,-2,0.71,0.56,0.57,0.60,98.46,95.62,10.52,14.64,96.47,96.45,94.00,94.44,20.26,19.22,17.26,14.98,8.09,6.05,4.72,4.10,0.81,0.59,0,5,92.86,93.33,93.50,93.05,105.30,102.76
400579321,1,2,0.38,0.41,0.33,0.44,100.91,94.19,14.39,9.03,101.01,94.62,103.15,96.94,21.03,18.52,19.18,13.21,6.51,5.88,3.85,5.52,0.73,0.64,0,2,99.45,96.63,99.56,95.76,101.36,98.36
271109013,1,2,0.33,0.00,0.50,0.00,105.33,93.00,-1.00,-1.00,108.75,95.67,107.33,97.00,22.00,29.67,14.50,4.00,9.50,6.67,4.75,4.00,0.25,0.33,0,0,121.43,113.55,118.08,110.75,89.20,83.97
310125023,0,-1,0.27,0.26,0.24,0.40,96.41,90.05,14.71,12.50,97.24,92.71,99.27,97.89,22.50,20.17,18.36,15.71,7.14,6.71,5.24,6.02,0.90,0.93,2,0,98.34,93.99,97.44,94.05,98.94,95.75
400828012,0,-2,0.00,1.00,0.57,1.00,93.33,112.25,41.43,43.78,100.86,113.22,102.00,97.50,23.00,22.11,15.57,24.11,7.29,9.89,5.14,5.89,0.57,1.11,0,1,103.19,104.00,102.33,104.22,91.20,107.70
310125027,0,-2,0.59,0.28,0.30,0.58,98.32,102.67,15.16,12.93,96.51,107.40,96.36,106.89,22.56,21.88,17.79,15.37,8.37,7.23,6.00,4.12,0.77,1.33,1,0,97.96,99.39,97.32,98.99,101.03,103.72
400828884,1,1,0.63,0.50,0.53,0.59,102.67,105.88,40.18,45.30,101.91,106.11,98.77,103.75,19.97,22.30,13.65,16.02,9.00,9.55,4.83,4.29,0.36,0.80,2,0,100.87,102.95,100.31,101.48,102.35,104.34
400579325,1,3,0.38,0.59,0.35,0.60,100.26,99.71,13.91,11.07,97.78,100.94,101.50,98.38,19.00,18.53,16.13,15.49,7.66,6.04,4.51,5.99,0.54,0.60,1,0,96.75,96.55,96.96,96.94,103.40,102.86
300129024,1,2,0.67,0.36,0.59,0.57,104.11,104.23,12.55,17.45,101.05,103.73,96.07,107.82,20.39,20.07,14.30,17.45,6.05,7.66,4.86,4.98,0.52,0.50,0,1,94.96,98.36,95.35,98.73,109.19,105.57
260416006,1,3,0.85,0.49,0.74,0.51,101.69,92.56,13.72,10.05,99.35,92.29,90.62,97.03,22.36,24.77,15.05,14.75,7.16,6.39,5.97,6.05,0.91,0.71,3,1,92.26,92.77,91.87,93.46,110.69,99.04
290102017,1,1,0.29,0.47,0.47,0.68,97.18,96.53,12.66,15.77,99.69,98.26,103.00,96.87,23.53,19.45,16.19,14.39,6.78,6.71,4.81,5.23,0.84,0.77,1,1,95.26,92.16,94.31,92.78,103.04,104.04
260416008,1,1,0.92,0.18,0.80,0.28,99.97,93.03,11.71,7.44,97.03,95.75,89.10,101.28,18.38,26.63,15.27,14.39,6.97,6.73,5.99,3.28,0.89,1.01,1,0,90.48,95.97,91.41,95.17,109.36,97.75
260416012,0,-3,0.68,0.31,0.58,0.42,97.12,99.56,9.00,14.62,97.37,102.32,92.62,108.15,22.81,23.73,12.96,15.73,6.48,7.49,6.18,3.66,0.67,0.68,1,0,95.53,96.29,94.86,96.92,102.38,102.72
260416013,1,3,0.64,0.56,0.54,0.66,101.64,107.69,9.74,16.11,99.12,108.56,96.28,106.08,23.19,20.48,16.24,16.58,7.64,6.71,4.29,5.09,1.14,0.66,0,1,95.13,99.81,94.86,99.91,107.15,107.79
260416014,0,-3,0.78,0.46,0.66,0.48,102.62,96.59,13.04,9.35,100.25,96.96,95.05,99.13,22.82,24.75,14.89,15.82,6.38,6.16,5.46,4.23,1.25,1.24,0,0,94.86,97.20,95.03,97.23,107.99,99.34
260416016,0,-2,0.62,0.69,0.41,0.76,94.72,94.64,10.90,9.41,91.75,95.32,91.38,90.51,23.14,20.96,14.88,14.77,6.76,6.56,5.81,5.68,0.76,0.75,3,0,92.67,91.66,93.82,92.04,100.96,102.82
260416017,1,1,0.72,0.30,0.61,0.41,95.95,99.83,12.77,12.16,93.99,98.32,91.97,103.95,23.29,24.90,15.65,15.15,6.76,6.95,3.38,5.20,0.94,0.81,1,0,93.53,96.59,93.58,97.79,102.53,102.09
260416023,1,3,0.64,0.37,0.53,0.48,100.97,91.00,10.62,11.91,98.74,93.15,96.05,97.26,20.50,21.96,16.27,14.63,7.36,7.54,3.65,3.84,0.79,0.85,1,0,96.12,93.09,96.42,93.75,104.72,97.07
290315012,1,1,0.24,0.44,0.23,0.43,93.47,98.75,10.91,11.48,94.77,98.77,101.91,101.69,20.62,22.98,14.11,15.74,7.09,7.06,6.06,4.60,0.72,0.72,1,2,96.59,94.52,95.16,94.80,98.22,104.17
260416027,1,2,0.64,0.46,0.49,0.61,103.23,95.92,15.44,12.61,101.52,97.68,97.54,99.26,22.80,21.11,17.29,14.73,7.99,6.89,4.20,4.84,0.51,0.77,3,0,96.98,93.69,96.95,94.03,106.48,102.01
400828014,1,1,0.60,1.00,0.56,0.50,93.20,106.50,32.44,42.50,95.33,102.75,95.60,97.25,21.00,22.38,10.56,15.12,9.33,6.88,4.33,4.62,0.89,0.50,1,0,98.69,103.05,97.60,103.83,95.49,102.57
400579333,1,3,0.66,0.14,0.59,0.20,102.89,92.69,12.87,8.58,104.32,92.28,98.43,103.11,21.12,21.87,14.97,16.43,7.67,7.09,4.45,4.55,0.61,0.52,1,1,97.00,94.20,95.90,94.45,107.29,98.14
400579335,0,-2,0.53,0.32,0.44,0.36,101.65,95.29,13.96,13.88,100.79,97.91,100.26,97.97,21.06,19.01,16.76,15.96,8.03,7.68,3.74,4.54,0.24,0.54,2,0,99.82,96.69,99.09,96.53,102.58,98.72
400489327,0,-1,0.41,0.27,0.45,0.39,95.35,91.13,10.21,9.50,94.79,91.57,98.29,95.93,20.10,19.54,16.55,16.43,7.34,6.54,3.93,4.68,0.59,1.00,0,0,92.85,95.04,93.15,94.73,102.36,96.20
241214001,0,-2,0.18,0.40,0.20,0.50,90.91,95.20,6.40,5.55,89.75,93.55,99.64,99.00,25.45,22.40,14.95,14.65,8.00,8.95,3.80,5.50,1.20,0.75,0,0,94.68,93.27,94.65,93.86,96.05,101.43
241214006,0,-1,0.58,0.12,0.65,0.30,99.67,88.75,8.52,8.75,98.61,92.95,97.08,99.00,22.78,24.55,16.61,15.70,9.09,7.55,5.78,5.05,0.65,0.55,2,0,97.40,99.17,97.93,98.66,101.78,89.96
241214015,0,-1,0.56,0.50,0.33,0.70,96.00,97.80,5.83,6.90,96.28,102.40,96.44,101.60,25.28,20.80,13.11,15.85,5.83,7.40,3.11,3.90,0.39,0.60,1,2,96.25,97.32,93.66,96.04,102.50,101.83
241214016,1,2,0.62,0.33,0.65,0.53,101.75,85.56,6.80,6.79,100.50,90.68,97.38,87.00,22.05,21.05,12.40,13.89,6.15,7.79,5.35,5.79,0.70,0.68,1,0,94.81,92.66,92.76,93.03,109.69,91.97
241214017,0,-2,0.45,0.27,0.35,0.50,82.91,95.00,4.35,6.55,85.45,96.45,88.45,100.64,26.70,23.05,12.95,14.05,6.25,8.20,4.90,4.00,1.05,0.15,1,0,93.15,96.72,91.26,96.78,90.85,98.16
400579339,1,2,0.29,0.15,0.25,0.25,99.47,87.18,11.94,14.96,98.63,91.09,103.00,102.21,21.42,21.29,15.84,20.91,7.34,9.80,4.46,6.07,0.34,0.45,0,0,98.14,98.81,98.61,98.65,100.87,88.37
241214020,1,2,0.60,0.43,0.40,0.60,100.00,92.57,6.85,10.20,93.90,94.15,102.10,95.29,24.70,22.15,16.80,18.25,8.75,8.80,3.40,5.95,0.90,0.90,0,3,97.23,97.26,98.98,97.35,101.03,95.09
270312009,1,3,0.69,0.79,0.45,0.85,108.16,97.39,19.92,13.05,104.68,100.51,102.41,93.00,22.89,22.11,20.20,17.18,8.72,6.92,6.02,5.16,0.89,1.07,1,1,102.49,93.04,102.20,92.97,105.83,104.75
241214026,1,1,0.45,0.57,0.43,0.55,95.18,93.86,7.48,5.90,96.19,98.20,93.73,92.00,26.57,23.05,13.48,16.20,5.86,8.05,5.43,4.70,0.43,0.75,1,0,94.18,96.38,92.92,94.21,102.43,99.63
241214030,1,1,0.50,0.10,0.22,0.05,99.12,83.80,5.50,7.16,94.89,85.16,100.12,91.40,25.00,22.37,16.00,14.05,8.33,7.26,5.33,3.21,0.61,0.58,4,2,98.32,93.10,97.95,95.12,101.19,88.10
270312015,0,-2,0.50,0.38,0.37,0.54,102.11,96.41,12.73,12.08,100.08,99.05,100.07,100.34,22.37,20.21,18.06,17.21,7.00,6.92,2.65,3.95,0.90,0.54,0,0,96.90,95.29,95.71,96.06,106.69,100.36
240319021,0,-2,0.41,0.64,0.32,0.68,95.29,93.67,-1.00,-1.00,93.74,94.87,96.12,91.70,22.71,20.93,5.28,4.44,9.01,6.78,4.85,5.56,0.76,1.07,0,1,111.25,104.93,110.43,105.78,86.29,88.55
291218001,1,2,0.85,0.40,0.75,0.60,112.46,96.20,18.62,12.80,105.96,101.68,99.46,98.90,20.46,21.64,18.08,17.36,7.67,7.16,5.92,3.88,0.38,0.32,0,1,95.80,95.57,97.41,94.99,115.45,101.27
291218002,0,-1,0.73,0.17,0.83,0.24,101.36,100.67,12.46,19.32,100.79,97.20,91.73,104.17,21.38,20.52,17.75,16.80,8.75,8.44,5.25,6.00,1.29,0.80,3,0,94.13,94.44,93.72,96.45,108.15,104.38
291218003,1,1,0.75,0.54,0.46,0.73,98.50,102.00,13.12,16.50,98.38,108.31,97.25,100.46,20.46,22.88,15.75,18.27,7.62,8.62,4.00,5.58,0.54,0.92,0,0,96.15,99.92,95.07,97.73,103.61,104.37
291218005,1,1,0.83,0.20,0.73,0.48,100.50,93.10,11.96,10.57,100.00,99.43,92.67,98.10,21.27,23.78,15.85,18.22,7.19,6.91,5.54,4.04,1.08,0.91,1,0,94.15,99.12,91.28,98.90,110.10,94.14
291218006,0,-2,0.75,0.53,0.73,0.56,101.33,99.93,14.46,16.28,101.35,100.96,97.33,99.13,19.81,21.60,16.12,17.36,7.81,7.80,6.27,3.96,0.46,0.52,1,1,96.24,97.69,96.64,97.66,104.85,102.32
291218009,0,-2,0.40,0.25,0.28,0.30,110.50,94.42,22.08,12.70,106.32,98.09,110.70,100.92,23.76,22.17,22.56,14.78,9.92,6.83,4.40,5.52,0.88,0.83,0,2,105.42,97.41,106.32,97.04,103.93,97.30
400579343,1,2,0.61,0.41,0.59,0.44,102.11,94.53,10.96,9.19,100.80,94.78,98.64,97.09,18.42,18.47,15.51,13.12,5.99,5.97,5.92,5.44,0.59,0.68,1,4,96.47,96.66,96.18,95.87,106.17,98.60
270312029,0,-2,0.35,0.35,0.25,0.44,104.94,94.77,14.25,13.35,101.00,96.94,106.26,98.42,22.41,22.76,17.55,17.08,6.75,6.17,4.84,3.37,0.89,1.62,3,4,98.32,95.12,99.50,94.53,105.47,100.25
270312030,1,2,0.43,0.31,0.35,0.45,95.13,92.31,9.10,13.59,95.44,93.70,97.37,96.91,24.90,23.06,15.75,17.34,7.46,6.97,4.86,4.92,1.17,0.83,0,1,97.15,93.61,96.33,93.68,98.75,98.54
291218016,1,3,0.15,0.09,0.15,0.46,91.46,98.82,15.19,14.88,93.31,104.67,102.15,106.18,21.31,22.62,17.27,16.71,8.19,7.25,3.27,4.17,0.96,0.50,0,0,98.82,98.75,98.33,95.97,93.01,102.97
320316001,1,2,0.67,0.20,0.56,0.24,96.28,92.65,38.28,42.62,93.70,93.93,92.44,102.85,17.84,21.52,14.88,18.95,8.28,8.00,4.79,6.86,0.60,0.98,6,3,109.09,112.57,109.70,110.95,87.77,83.51
291218018,1,1,0.33,0.44,0.32,0.46,104.75,99.89,9.52,13.75,102.56,95.38,107.00,98.44,22.36,20.83,18.16,15.75,7.88,8.08,4.52,6.38,0.60,0.67,3,1,99.78,95.46,100.37,95.82,104.36,104.25
320316004,0,-2,0.86,0.27,0.80,0.47,97.52,90.91,42.62,39.40,98.29,97.09,87.43,96.95,17.69,20.19,14.44,10.67,7.18,8.47,5.73,5.30,0.69,0.67,0,5,107.33,110.54,104.67,110.17,93.17,82.52
230204006,0,-1,0.88,0.56,0.81,0.67,103.75,98.74,-1.00,-1.00,102.49,100.78,89.96,95.70,20.55,20.33,6.09,5.92,8.21,9.39,5.96,5.96,1.32,1.00,1,1,106.98,113.76,106.33,112.53,97.57,87.75
230204007,1,1,0.35,0.08,0.23,0.35,81.30,91.62,-1.00,-1.00,81.04,93.69,85.78,100.04,24.89,24.21,4.26,5.44,8.81,7.58,4.96,5.56,1.11,1.10,0,4,113.26,113.69,113.38,115.54,71.71,79.30
291218025,1,2,0.46,0.23,0.50,0.44,98.31,93.00,13.96,11.60,96.79,93.56,95.92,98.69,21.96,23.36,17.88,17.36,8.17,6.92,6.04,3.84,0.58,0.68,0,2,96.27,92.23,94.85,91.93,103.65,101.16
400278087,1,2,0.91,0.50,0.75,0.54,105.27,92.00,8.96,9.04,102.92,95.67,95.27,90.00,18.79,18.92,18.21,16.42,8.75,6.96,3.75,5.04,0.83,0.83,0,0,93.73,92.37,94.46,90.28,111.44,101.91
230204011,0,-1,0.92,0.32,0.71,0.49,100.33,95.18,-1.00,-1.00,98.42,97.56,89.67,99.55,22.42,23.42,6.00,4.40,8.38,7.67,5.56,5.80,1.44,0.93,0,0,112.59,112.99,111.24,111.99,90.19,84.99
291218028,1,3,0.58,0.06,0.39,0.08,103.75,89.75,12.32,11.85,103.50,89.35,103.25,100.88,23.61,21.08,15.46,15.46,5.43,7.92,4.86,5.35,0.89,0.42,2,0,96.87,96.36,96.94,96.04,107.02,93.45
291218029,1,2,0.55,0.27,0.40,0.39,99.36,98.55,16.28,13.57,101.44,98.17,98.64,105.27,20.76,24.70,16.56,15.65,7.84,7.13,4.76,6.17,0.48,0.87,1,0,97.67,99.93,95.92,101.44,103.59,97.15
230204015,0,-1,0.57,0.21,0.52,0.28,99.43,87.58,-1.00,-1.00,98.37,88.70,96.70,97.46,22.17,22.32,4.67,6.04,7.37,7.51,4.30,4.40,1.09,0.81,0,0,107.86,108.42,107.51,109.28,92.48,80.14
230204016,1,2,0.78,0.35,0.58,0.57,98.43,89.05,-1.00,-1.00,96.73,92.48,93.48,91.75,21.56,19.02,5.31,4.76,6.85,6.83,5.40,6.57,1.35,0.98,0,0,110.60,109.30,110.53,112.29,89.05,79.30
251110001,0,-2,0.00,0.67,0.00,0.80,97.00,93.67,5.50,9.60,91.00,94.60,103.00,94.33,28.50,24.60,17.00,11.40,8.50,5.40,5.00,6.80,1.25,0.40,0,2,96.10,94.47,100.35,93.58,96.66,100.10
230204018,1,2,0.54,0.32,0.43,0.36,94.00,94.45,-1.00,-1.00,93.26,91.94,93.46,98.95,23.50,21.81,2.96,4.74,6.39,6.68,3.20,6.00,0.80,1.40,3,1,108.10,112.13,108.22,114.46,86.86,82.52
221109011,1,3,1.00,0.00,0.80,0.40,95.00,74.00,-1.00,-1.00,91.80,84.60,85.33,89.50,25.60,23.00,4.20,7.00,9.40,10.00,6.60,4.80,1.80,0.40,0,0,112.86,115.09,114.79,113.95,82.76,64.94
320316020,0,-1,0.67,0.59,0.58,0.74,94.38,101.68,38.88,42.57,94.84,102.50,84.17,97.27,17.72,20.45,15.53,16.21,8.49,8.88,4.86,5.26,0.63,0.76,2,2,103.48,111.43,101.64,112.74,92.86,90.19
320316021,1,2,0.57,0.20,0.49,0.37,98.52,88.25,38.56,41.86,96.07,90.16,96.48,97.90,18.49,19.49,12.49,13.19,6.81,6.84,5.58,3.81,0.81,0.49,1,2,109.58,109.17,107.62,107.00,91.54,82.48
320316023,1,3,0.53,0.39,0.33,0.55,99.05,89.56,45.21,34.71,96.07,91.33,102.53,95.44,19.53,20.38,17.14,12.45,8.02,7.10,4.51,5.48,0.79,1.17,0,3,112.65,108.34,112.18,109.45,88.30,81.83
320316025,0,-2,0.86,0.55,0.77,0.68,105.38,97.75,41.86,42.39,102.47,100.51,95.19,99.90,20.26,17.15,16.77,11.41,7.53,6.88,7.91,4.27,1.05,0.56,1,0,113.60,109.22,113.42,107.87,92.91,90.62
230204027,1,2,0.62,0.12,0.48,0.19,96.12,87.04,-1.00,-1.00,92.21,90.56,91.69,101.73,21.00,23.08,3.88,6.04,7.56,8.21,4.96,6.38,0.90,1.02,0,0,106.70,117.19,107.11,117.78,89.74,73.90
320316029,0,-1,0.71,0.32,0.59,0.33,98.67,87.27,45.27,37.63,94.66,90.14,92.24,94.59,19.63,23.84,17.17,10.91,10.10,6.86,5.24,5.02,0.83,0.53,0,2,110.71,108.23,111.84,108.42,88.22,80.49
251110014,1,1,0.50,0,0.40,0.33,96.00,0,12.20,6.33,95.80,85.33,97.00,0,25.60,24.67,17.00,11.00,6.60,6.67,7.60,6.67,0.40,1.33,1,0,95.10,90.40,93.68,0,102.48,0.0
280208001,0,-1,0.64,0.46,0.48,0.56,100.04,92.62,-1.00,-1.00,95.00,96.90,97.16,97.08,21.50,21.83,16.70,11.71,7.91,7.75,5.93,4.67,0.46,0.54,0,1,113.96,114.70,115.15,114.32,86.88,81.02
251110021,0,-2,0.00,1.00,0.50,1.00,112.50,92.00,14.50,18.25,111.00,102.25,114.50,84.50,25.75,21.25,20.75,14.75,7.50,8.25,6.25,5.25,0.25,0.50,0,1,104.74,93.73,109.26,90.45,102.97,101.71
280208006,1,2,0.88,0.19,0.69,0.27,104.33,96.90,-1.00,-1.00,100.42,100.77,96.75,104.24,21.88,19.31,12.98,14.58,5.96,5.81,5.15,5.25,0.79,0.38,0,0,109.24,116.02,111.62,114.87,93.47,84.36
280208007,1,2,0.77,0.41,0.60,0.50,109.08,98.05,-1.00,-1.00,106.46,98.06,100.19,101.09,21.25,19.54,17.17,10.60,9.35,7.54,7.06,4.98,1.08,0.77,0,0,121.66,112.92,122.43,113.92,89.10,86.07
280208008,1,2,0.82,0.36,0.73,0.58,98.59,95.41,-1.00,-1.00,97.60,96.40,86.41,99.77,20.50,19.90,11.25,7.46,7.44,5.58,5.15,4.54,0.83,0.69,0,0,105.85,108.13,106.37,108.99,92.69,87.54
400579351,0,-2,0.82,0.68,0.65,0.81,102.62,106.12,10.10,21.00,102.43,109.67,93.71,100.79,18.38,19.73,15.35,15.14,6.50,9.51,4.66,6.16,0.63,0.63,5,0,97.85,100.65,97.65,101.07,105.09,105.00
400579391,1,1,0.50,0.56,0.43,0.62,97.56,101.89,9.69,15.75,96.83,104.19,96.22,99.97,21.10,19.81,15.79,15.12,6.15,8.32,4.50,4.56,0.50,0.68,2,1,96.68,97.82,95.77,97.70,101.87,104.29
280208016,0,-1,0.35,0.76,0.21,0.80,95.65,99.90,-1.00,-1.00,93.79,99.80,100.04,91.76,23.64,22.09,8.02,9.91,7.49,8.91,3.85,4.35,0.72,1.39,0,0,115.38,110.46,114.28,111.09,83.70,89.93
290410019,0,-2,0.79,0.28,0.74,0.38,101.49,103.38,11.60,10.65,101.54,105.25,91.49,107.69,20.35,20.53,14.28,16.81,7.01,7.41,5.37,2.48,0.87,0.78,0,0,95.36,100.93,95.20,100.92,106.61,102.44
280208018,0,-1,0.38,0.50,0.29,0.66,94.50,94.05,-1.00,-1.00,94.49,96.21,98.54,92.50,21.45,18.38,8.45,9.83,6.24,6.60,2.37,3.89,0.63,0.62,0,5,113.12,107.23,112.60,107.72,83.93,87.31
280208019,0,-1,0.59,0.58,0.63,0.65,101.82,104.83,-1.00,-1.00,103.59,106.81,98.32,100.79,21.06,21.31,12.16,12.62,6.31,8.08,4.47,5.02,0.88,0.75,0,5,112.68,117.55,111.07,115.18,91.67,91.01
301222027,0,-2,0.54,0.50,0.27,0.65,98.69,97.83,16.23,16.27,97.50,100.88,96.38,97.50,24.31,20.58,18.46,17.54,8.92,8.23,5.92,6.19,0.85,0.96,0,0,98.38,97.76,97.41,97.78,101.31,100.05
280208021,1,1,0.74,0.21,0.69,0.27,112.70,95.17,-1.00,-1.00,109.82,96.86,104.17,105.83,19.49,20.90,17.63,15.04,7.37,6.53,7.08,5.31,0.57,0.51,0,1,115.01,119.29,114.16,123.04,98.72,77.35
280208023,1,2,0.60,0.42,0.47,0.64,103.24,103.69,-1.00,-1.00,100.21,105.44,101.48,103.92,22.17,24.66,10.79,11.54,8.04,9.22,4.04,4.34,0.94,0.46,0,1,116.15,115.35,116.67,118.46,88.49,87.53
221029019,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
280208028,0,-1,0.61,0.27,0.55,0.33,99.96,95.09,-1.00,-1.00,98.96,94.39,93.83,102.77,19.91,21.67,7.79,8.46,7.00,6.91,3.98,5.30,0.38,0.70,1,4,108.06,112.43,107.09,113.23,93.34,83.98
301114013,0,-1,1.00,0.50,0.89,0.50,111.83,104.75,13.67,17.75,112.11,107.62,98.50,105.75,21.22,20.50,18.56,17.38,8.33,7.50,4.22,4.00,0.67,1.50,1,0,100.55,99.79,100.95,97.04,110.78,107.95
280208030,0,-2,0.50,0.42,0.37,0.41,97.64,95.29,-1.00,-1.00,95.61,93.35,97.68,102.38,22.49,22.88,12.14,12.47,7.45,6.35,5.00,4.51,0.71,1.04,5,1,113.42,112.83,112.72,112.65,86.62,84.59
